figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,164,2902190,20,2.0,0.5,0.7494131663841053,0.9252244642961529,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_14 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,165,2902191,20,2.0,0.5,0.7494382994959864,0.44205520439708673,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_7 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,166,2902192,20,2.0,0.5,0.7500339912497733,1.041722644303903,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_7 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_10 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,167,2902193,20,2.0,0.5,0.7494528386098822,0.99648743507766,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_10 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 13 找到可行候选任务
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 13 找到可行候选任务
fig1,util,0.75,0.75,168,2902194,20,2.0,0.5,0.7501890177260143,0.8308210316708006,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_19 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,169,2902195,20,2.0,0.5,0.7503498600404624,0.4607181890945679,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_1 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,170,2902196,20,2.0,0.5,0.7501819188586315,0.8209684474205187,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,171,2902197,20,2.0,0.5,0.7496560625920106,0.36878100391471635,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_6 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 14 找到可行候选任务
fig1,util,0.75,0.75,172,2902198,20,2.0,0.5,0.7495550658780354,0.9578759581431882,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 16 找到可行候选任务
fig1,util,0.75,0.75,173,2902199,20,2.0,0.5,0.7498280354714636,0.8686122459592236,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 13 找到可行候选任务
fig1,util,0.75,0.75,174,2902200,20,2.0,0.5,0.7501759526744961,0.5669803561010991,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_20 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 15 找到可行候选任务
fig1,util,0.75,0.75,175,2902201,20,2.0,0.5,0.7496146383790268,0.6337804509620002,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,176,2902202,20,2.0,0.5,0.7498070983959713,0.6012837445538676,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_19 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_4 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 18 找到可行候选任务
fig1,util,0.75,0.75,177,2902203,20,2.0,0.5,0.7498298973474459,1.0841963566101054,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_4 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.75,0.75,178,2902204,20,2.0,0.5,0.7496512364872356,0.5000987324717782,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_9 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,ub_hl,UB-H&L,dm,False,"method=ub_hl, priority_policy=dm, UB-H 失败：任务 tau_12 在 HI 模式下超过截止期"
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,179,2902205,20,2.0,0.5,0.749630502367531,1.1135705819770136,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 17 找到可行候选任务
fig1,util,0.75,0.75,180,2902206,20,2.0,0.5,0.7494244108856838,0.6779013646362865,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_16 在 classic_single_budget 分析下超过截止期"
fig1,util,0.75,0.75,181,2902207,20,2.0,0.5,0.7499279179015128,0.8003394463224417,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.75,0.75,181,2902207,20,2.0,0.5,0.7499279179015128,0.8003394463224417,implicit,amc_max,AMC-max,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,181,2902207,20,2.0,0.5,0.7499279179015128,0.8003394463224417,implicit,amc_rtb,AMC-rtb,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,181,2902207,20,2.0,0.5,0.7499279179015128,0.8003394463224417,implicit,smc,SMC,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
fig1,util,0.75,0.75,181,2902207,20,2.0,0.5,0.7499279179015128,0.8003394463224417,implicit,smc_no,SMC-NO,opa,False,OPA 分配失败：无法为优先级位置 19 找到可行候选任务
