figure,sweep_type,sweep_value,util_level,taskset_id,seed,num_tasks,cf,cp,actual_total_util_lo,actual_total_util_hi,deadline_mode,method,method_label,priority_policy,schedulable,details
fig1,util,0.375,0.375,61,1402087,20,2.0,0.5,0.37496463796081253,0.41862793181246494,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,61,1402087,20,2.0,0.5,0.37496463796081253,0.41862793181246494,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,61,1402087,20,2.0,0.5,0.37496463796081253,0.41862793181246494,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,61,1402087,20,2.0,0.5,0.37496463796081253,0.41862793181246494,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,61,1402087,20,2.0,0.5,0.37496463796081253,0.41862793181246494,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_11 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,62,1402088,20,2.0,0.5,0.37502695885844606,0.0641225806451613,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,63,1402089,20,2.0,0.5,0.3741798095638959,0.4325404077585188,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_15 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,64,1402090,20,2.0,0.5,0.37527284773611363,0.4207496594439184,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,65,1402091,20,2.0,0.5,0.3748668992579547,0.4238706698019442,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,66,1402092,20,2.0,0.5,0.3751011174344127,0.4770575030361688,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,67,1402093,20,2.0,0.5,0.3755144380103208,0.2066022387346666,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_17 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,68,1402094,20,2.0,0.5,0.37460191030555035,0.44552255482815034,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_13 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,69,1402095,20,2.0,0.5,0.3750113174789077,0.5129267291873822,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,70,1402096,20,2.0,0.5,0.3753082021961407,0.5222536530231028,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_3 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,71,1402097,20,2.0,0.5,0.3749187220730066,0.4227580445379587,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,72,1402098,20,2.0,0.5,0.37559655097589967,0.4647323274428336,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_6 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,73,1402099,20,2.0,0.5,0.3753671035796033,0.20696434480417913,implicit,crmpo_baseline,CrMPO,crmpo,True,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: classic_single_budget 分析通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,74,1402100,20,2.0,0.5,0.3749846934148885,0.3228325641007555,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_5 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,75,1402101,20,2.0,0.5,0.3749901642691883,0.623909169793286,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_7 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,76,1402102,20,2.0,0.5,0.37517963382986186,0.3822653416786892,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,77,1402103,20,2.0,0.5,0.37552640711317015,0.436831077672675,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_20 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,78,1402104,20,2.0,0.5,0.37349330920020163,0.5351774388212165,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_19 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,79,1402105,20,2.0,0.5,0.3744304301492569,0.48636093226811256,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_13 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,80,1402106,20,2.0,0.5,0.3757347393662806,0.2286491637293524,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_1 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,81,1402107,20,2.0,0.5,0.37456762605719,0.4120800360240191,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_12 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,smc,SMC,opa,True,"method=smc, priority_policy=opa, SMC 测试通过"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,smc_no,SMC-NO,opa,True,"method=smc_no, priority_policy=opa, SMC-no 测试通过"
fig1,util,0.375,0.375,82,1402108,20,2.0,0.5,0.37507490997999227,0.5790422113303767,implicit,crmpo_baseline,CrMPO,crmpo,False,"method=crmpo_baseline, priority_policy=crmpo, CrMPO baseline: 任务 tau_18 在 classic_single_budget 分析下超过截止期"
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,ub_hl,UB-H&L,dm,True,"method=ub_hl, priority_policy=dm, UB-H&L 测试通过"
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,amc_max,AMC-max,opa,True,"method=amc_max, priority_policy=opa, AMC-max 测试通过"
fig1,util,0.375,0.375,83,1402109,20,2.0,0.5,0.37562739523351524,0.199979277738575,implicit,amc_rtb,AMC-rtb,opa,True,"method=amc_rtb, priority_policy=opa, AMC-rtb 测试通过"
