method,method_label,sweep_value,util_sum,weighted_success_sum,taskset_count,success_count,schedulable_ratio,weighted_schedulability_at_util
amc_rtb,AMC-rtb,0.175,35.02521627632682,33.450285483784654,200,191,0.955,0.9550343735177262
amc_rtb,AMC-rtb,0.2,40.013342216940096,37.61349567067564,200,188,0.94,0.940023841716265
amc_rtb,AMC-rtb,0.225,45.009264928908,42.982734221646794,200,191,0.955,0.9549752543068164
amc_rtb,AMC-rtb,0.25,50.01870599681291,46.766219300812594,200,187,0.935,0.9349745933809731
amc_rtb,AMC-rtb,0.275,55.012876062364654,50.059344305378495,200,182,0.91,0.9099568662548991
amc_rtb,AMC-rtb,0.3,60.020633438863854,51.91661019403321,200,173,0.865,0.8649793782485604
amc_rtb,AMC-rtb,0.325,65.00469297692213,58.17698496079184,200,179,0.895,0.8949659216365463
amc_rtb,AMC-rtb,0.35,70.01102381879656,58.46477105876815,200,167,0.835,0.8350795041947598
amc_rtb,AMC-rtb,0.375,75.00986485879179,59.25764396682423,200,158,0.79,0.7899980099734674
amc_rtb,AMC-rtb,0.4,80.0065428789496,64.4020253972112,200,161,0.805,0.8049594830594277
amc_rtb,AMC-rtb,0.425,85.0037395463512,62.05542840023371,200,146,0.73,0.730031746031548
amc_rtb,AMC-rtb,0.45,90.01082517467304,62.55998968103133,200,139,0.695,0.6950273987559694
amc_rtb,AMC-rtb,0.475,95.00171405738968,69.34893427286765,200,146,0.73,0.7299756110818651
amc_rtb,AMC-rtb,0.5,100.00949234821769,55.505956940831574,200,111,0.555,0.5550068862220434
amc_rtb,AMC-rtb,0.525,105.0112461816406,56.178445559035474,200,107,0.535,0.534975515497285
amc_rtb,AMC-rtb,0.55,110.01545760965666,59.95562217572588,200,109,0.545,0.5449745288380571
amc_rtb,AMC-rtb,0.575,115.0003409254224,51.176982600682685,200,89,0.445,0.44501592072558205
amc_rtb,AMC-rtb,0.6,120.01074038607537,40.20383107389948,200,67,0.335,0.33500194186423216
amc_rtb,AMC-rtb,0.625,125.0019440501084,44.3756078682854,200,71,0.355,0.35499934185421106
amc_rtb,AMC-rtb,0.65,130.0020964001106,37.04787302504503,200,57,0.285,0.28497904303805915
amc_rtb,AMC-rtb,0.675,135.00318330711957,29.701709571329378,200,44,0.22,0.22000747570344897
amc_rtb,AMC-rtb,0.7,140.0196894186523,27.30471554169683,200,39,0.195,0.19500625701330485
amc_rtb,AMC-rtb,0.725,145.00110362074625,19.575545121464124,200,27,0.135,0.13500273192860943
amc_rtb,AMC-rtb,0.75,150.0106210394657,12.002014986292707,200,16,0.08,0.08000776813753172
amc_rtb,AMC-rtb,0.775,154.99237999575544,15.497627790213757,200,20,0.1,0.09998961104176972
amc_rtb,AMC-rtb,0.8,160.00498955484588,11.202859710256943,200,14,0.07,0.07001568976957978
amc_rtb,AMC-rtb,0.825,165.00779457893472,6.60081265127535,200,8,0.04,0.040003035420958385
amc_rtb,AMC-rtb,0.85,170.01166188011743,5.950784546840862,200,7,0.035,0.035002213854229705
amc_rtb,AMC-rtb,0.875,175.00863996854838,1.7510289483808257,200,2,0.01,0.01000538572664476
amc_rtb,AMC-rtb,0.9,180.01271435002857,0.8999542375358385,200,1,0.005,0.004999392630600015
amc_rtb,AMC-rtb,0.925,185.00131893448267,0.9244232858211406,200,1,0.005,0.004996847001661219
amc_rtb,AMC-rtb,0.95,190.0076072720281,0.0,200,0,0.0,0.0
amc_rtb,AMC-rtb,0.975,195.00590298058935,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.025,5.1342218022669135,1.7959881869813674,200,70,0.35,0.3498072845603173
crmpo_baseline,CrMPO,0.05,10.067532179757999,2.3678340813263543,200,47,0.235,0.23519508446043744
crmpo_baseline,CrMPO,0.075,15.041140441196873,1.1304498689726772,200,15,0.075,0.07515719126432965
crmpo_baseline,CrMPO,0.1,20.041817200608588,0.9002166978527707,200,9,0.045,0.04491691990012936
crmpo_baseline,CrMPO,0.125,25.02875099513196,0.7512676656937619,200,6,0.03,0.030016186818106978
crmpo_baseline,CrMPO,0.15,30.030285150021893,0.7505046495015708,200,5,0.025,0.02499159251243486
crmpo_baseline,CrMPO,0.175,35.02521627632682,0.35000993948686576,200,2,0.01,0.009993084317467408
crmpo_baseline,CrMPO,0.2,40.013342216940096,1.0009207996909146,200,5,0.025,0.025014676211355412
crmpo_baseline,CrMPO,0.225,45.009264928908,0.4500029319607745,200,2,0.01,0.009998006691990033
crmpo_baseline,CrMPO,0.25,50.01870599681291,0.7491964081037628,200,3,0.015,0.014978324472278431
crmpo_baseline,CrMPO,0.275,55.012876062364654,0.8251206161804931,200,3,0.015,0.014998681676724291
crmpo_baseline,CrMPO,0.3,60.020633438863854,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.325,65.00469297692213,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.35,70.01102381879656,0.3502582205604536,200,1,0.005,0.005002900992663619
crmpo_baseline,CrMPO,0.375,75.00986485879179,0.7503656197463158,200,2,0.01,0.010003559147305498
crmpo_baseline,CrMPO,0.4,80.0065428789496,0.40023252745617444,200,1,0.005,0.005002497459010681
crmpo_baseline,CrMPO,0.425,85.0037395463512,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.45,90.01082517467304,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.475,95.00171405738968,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.5,100.00949234821769,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.525,105.0112461816406,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.55,110.01545760965666,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.575,115.0003409254224,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.6,120.01074038607537,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.625,125.0019440501084,0.6244256081149734,200,1,0.005,0.004995327175589089
crmpo_baseline,CrMPO,0.65,130.0020964001106,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.675,135.00318330711957,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.7,140.0196894186523,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.725,145.00110362074625,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.75,150.0106210394657,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.775,154.99237999575544,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.8,160.00498955484588,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.825,165.00779457893472,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.85,170.01166188011743,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.875,175.00863996854838,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.9,180.01271435002857,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.925,185.00131893448267,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.95,190.0076072720281,0.0,200,0,0.0,0.0
crmpo_baseline,CrMPO,0.975,195.00590298058935,0.0,200,0,0.0,0.0
smc,SMC,0.025,5.1342218022669135,5.1342218022669135,200,200,1.0,1.0
smc,SMC,0.05,10.067532179757999,10.067532179757999,200,200,1.0,1.0
smc,SMC,0.075,15.041140441196873,14.81583815237099,200,197,0.985,0.9850209304469498
smc,SMC,0.1,20.041817200608588,19.941045615059746,200,199,0.995,0.9949719337054036
smc,SMC,0.125,25.02875099513196,24.52845173104756,200,196,0.98,0.9800110175620946
smc,SMC,0.15,30.030285150021893,29.431688383444403,200,196,0.98,0.9800668970145608
smc,SMC,0.175,35.02521627632682,33.450285483784654,200,191,0.955,0.9550343735177262
smc,SMC,0.2,40.013342216940096,37.61349567067564,200,188,0.94,0.940023841716265
smc,SMC,0.225,45.009264928908,42.982734221646794,200,191,0.955,0.9549752543068164
smc,SMC,0.25,50.01870599681291,46.766219300812594,200,187,0.935,0.9349745933809731
smc,SMC,0.275,55.012876062364654,49.51014440733194,200,180,0.9,0.8999737507125676
smc,SMC,0.3,60.020633438863854,51.6161736941791,200,172,0.86,0.8599738246140736
smc,SMC,0.325,65.00469297692213,57.52679014270093,200,177,0.885,0.8849636465958544
smc,SMC,0.35,70.01102381879656,58.113990206081304,200,166,0.83,0.8300691382044731
smc,SMC,0.375,75.00986485879179,58.13326631204836,200,155,0.775,0.7750082795307777
smc,SMC,0.4,80.0065428789496,63.20260793230441,200,158,0.79,0.7899679908420784
smc,SMC,0.425,85.0037395463512,60.780520109612596,200,143,0.715,0.7150334848088646
smc,SMC,0.45,90.01082517467304,60.30981840061129,200,134,0.67,0.6700285025003978
smc,SMC,0.475,95.00171405738968,65.54961327430708,200,138,0.69,0.6899834800318355
smc,SMC,0.5,100.00949234821769,52.504106133107854,200,105,0.525,0.5249912273356675
smc,SMC,0.525,105.0112461816406,49.353371514450366,200,94,0.47,0.46998177156266285
smc,SMC,0.55,110.01545760965666,50.603634763320244,200,92,0.46,0.4599684068293916
smc,SMC,0.575,115.0003409254224,42.552989011049185,200,74,0.37,0.37002489443613695
smc,SMC,0.6,120.01074038607537,28.80229773353762,200,48,0.24,0.2399976672161211
smc,SMC,0.625,125.0019440501084,29.37539548425918,200,47,0.235,0.2349995090675048
smc,SMC,0.65,130.0020964001106,23.399133595643715,200,36,0.18,0.17999043279754226
smc,SMC,0.675,135.00318330711957,14.175662092478383,200,21,0.105,0.10500242842592891
smc,SMC,0.7,140.0196894186523,18.90463464949959,200,27,0.135,0.13501411642883754
smc,SMC,0.725,145.00110362074625,7.974327774594634,200,11,0.055,0.05499494538642736
smc,SMC,0.75,150.0106210394657,9.002522694292674,200,12,0.06,0.06001256865621692
smc,SMC,0.775,154.99237999575544,6.19729644577112,200,8,0.04,0.03998452340651093
smc,SMC,0.8,160.00498955484588,4.802199479114794,200,6,0.03,0.03001281080343257
smc,SMC,0.825,165.00779457893472,2.474365390251897,200,3,0.015,0.014995445497383676
smc,SMC,0.85,170.01166188011743,1.7003547288804444,200,2,0.01,0.010001400551448276
smc,SMC,0.875,175.00863996854838,1.7510289483808257,200,2,0.01,0.01000538572664476
smc,SMC,0.9,180.01271435002857,0.8999542375358385,200,1,0.005,0.004999392630600015
smc,SMC,0.925,185.00131893448267,0.9244232858211406,200,1,0.005,0.004996847001661219
smc,SMC,0.95,190.0076072720281,0.0,200,0,0.0,0.0
smc,SMC,0.975,195.00590298058935,0.0,200,0,0.0,0.0
smc_no,SMC-NO,0.025,5.1342218022669135,5.1342218022669135,200,200,1.0,1.0
smc_no,SMC-NO,0.05,10.067532179757999,10.017871183092938,200,199,0.995,0.9950672125225574
smc_no,SMC-NO,0.075,15.041140441196873,14.81583815237099,200,197,0.985,0.9850209304469498
smc_no,SMC-NO,0.1,20.041817200608588,19.941045615059746,200,199,0.995,0.9949719337054036
smc_no,SMC-NO,0.125,25.02875099513196,24.40423433913376,200,195,0.975,0.9750480295193449
smc_no,SMC-NO,0.15,30.030285150021893,28.97876053722058,200,193,0.965,0.9649845278675102
smc_no,SMC-NO,0.175,35.02521627632682,33.27560869213284,200,190,0.95,0.9500472011253069
smc_no,SMC-NO,0.2,40.013342216940096,37.41358755249806,200,187,0.935,0.9350278052168958
smc_no,SMC-NO,0.225,45.009264928908,41.858210916609266,200,186,0.93,0.9299909914708491
smc_no,SMC-NO,0.25,50.01870599681291,46.015425203452835,200,184,0.92,0.919964327073652
smc_no,SMC-NO,0.275,55.012876062364654,47.586541785634296,200,173,0.865,0.8650073435842258
smc_no,SMC-NO,0.3,60.020633438863854,50.4153214202006,200,168,0.84,0.8399665003794555
smc_no,SMC-NO,0.325,65.00469297692213,52.32744175627668,200,161,0.805,0.8049794462509636
smc_no,SMC-NO,0.35,70.01102381879656,54.614253674892424,200,156,0.78,0.7800807743684158
smc_no,SMC-NO,0.375,75.00986485879179,52.13248430563555,200,139,0.695,0.6950083752820572
smc_no,SMC-NO,0.4,80.0065428789496,55.602503411229655,200,139,0.695,0.6949744534688442
smc_no,SMC-NO,0.425,85.0037395463512,49.7315031999164,200,117,0.585,0.5850507691229113
smc_no,SMC-NO,0.45,90.01082517467304,47.25574666414838,200,105,0.525,0.5250007048868279
smc_no,SMC-NO,0.475,95.00171405738968,47.50048951938105,200,100,0.5,0.49999613155070477
smc_no,SMC-NO,0.5,100.00949234821769,33.50267409077008,200,67,0.335,0.3349949420212925
smc_no,SMC-NO,0.525,105.0112461816406,23.62791584476186,200,45,0.225,0.22500367059630982
smc_no,SMC-NO,0.55,110.01545760965666,22.552070544390883,200,41,0.205,0.20499001717019957
smc_no,SMC-NO,0.575,115.0003409254224,20.126492911788585,200,35,0.175,0.1750124630051366
smc_no,SMC-NO,0.6,120.01074038607537,11.403037119874476,200,19,0.095,0.09501680502254072
smc_no,SMC-NO,0.625,125.0019440501084,11.248652482239464,200,18,0.09,0.08998782033126075
smc_no,SMC-NO,0.65,130.0020964001106,8.450457304949962,200,13,0.065,0.06500246949050564
smc_no,SMC-NO,0.675,135.00318330711957,4.725184387424039,200,7,0.035,0.0350005405181794
smc_no,SMC-NO,0.7,140.0196894186523,7.001026452655793,200,10,0.05,0.050000299827283955
smc_no,SMC-NO,0.725,145.00110362074625,2.8995343597313554,200,4,0.02,0.01999663648985152
smc_no,SMC-NO,0.75,150.0106210394657,3.751688738763227,200,5,0.025,0.025009487413402618
smc_no,SMC-NO,0.775,154.99237999575544,1.5499690190494868,200,2,0.01,0.010000291750419818
smc_no,SMC-NO,0.8,160.00498955484588,0.8006016456033234,200,1,0.005,0.005003604249034349
smc_no,SMC-NO,0.825,165.00779457893472,2.474365390251897,200,3,0.015,0.014995445497383676
smc_no,SMC-NO,0.85,170.01166188011743,0.8499227671118857,200,1,0.005,0.0049992027471103895
smc_no,SMC-NO,0.875,175.00863996854838,1.7510289483808257,200,2,0.01,0.01000538572664476
smc_no,SMC-NO,0.9,180.01271435002857,0.8999542375358385,200,1,0.005,0.004999392630600015
smc_no,SMC-NO,0.925,185.00131893448267,0.0,200,0,0.0,0.0
smc_no,SMC-NO,0.95,190.0076072720281,0.0,200,0,0.0,0.0
smc_no,SMC-NO,0.975,195.00590298058935,0.0,200,0,0.0,0.0
ub_hl,UB-H&L,0.025,5.1342218022669135,5.1342218022669135,200,200,1.0,1.0
ub_hl,UB-H&L,0.05,10.067532179757999,10.067532179757999,200,200,1.0,1.0
ub_hl,UB-H&L,0.075,15.041140441196873,14.89089245840423,200,198,0.99,0.9900108649752964
ub_hl,UB-H&L,0.1,20.041817200608588,19.941045615059746,200,199,0.995,0.9949719337054036
ub_hl,UB-H&L,0.125,25.02875099513196,24.52845173104756,200,196,0.98,0.9800110175620946
ub_hl,UB-H&L,0.15,30.030285150021893,29.58063662657571,200,197,0.985,0.9850268313737323
ub_hl,UB-H&L,0.175,35.02521627632682,33.975460878204196,200,194,0.97,0.970028581983885
ub_hl,UB-H&L,0.2,40.013342216940096,38.213633454757776,200,191,0.955,0.9550222835067151
ub_hl,UB-H&L,0.225,45.009264928908,43.884649034885996,200,195,0.975,0.9750136800545769
ub_hl,UB-H&L,0.25,50.01870599681291,47.76715121077843,200,191,0.955,0.954985745009518
ub_hl,UB-H&L,0.275,55.012876062364654,51.1610931500861,200,186,0.93,0.9299839748804984
ub_hl,UB-H&L,0.3,60.020633438863854,53.417216983170654,200,178,0.89,0.889980893613538
ub_hl,UB-H&L,0.325,65.00469297692213,59.801948551188936,200,184,0.92,0.9199635566684352
ub_hl,UB-H&L,0.35,70.01102381879656,61.61348953297411,200,176,0.88,0.8800541139412978
ub_hl,UB-H&L,0.375,75.00986485879179,63.38554050157603,200,169,0.845,0.8450293920793102
ub_hl,UB-H&L,0.4,80.0065428789496,67.60220569286795,200,169,0.845,0.8449584653988926
ub_hl,UB-H&L,0.425,85.0037395463512,70.98084419644461,200,167,0.835,0.8350320183000876
ub_hl,UB-H&L,0.45,90.01082517467304,69.76345702528646,200,155,0.775,0.7750562989496542
ub_hl,UB-H&L,0.475,95.00171405738968,73.62377357986803,200,155,0.775,0.7749731076998524
ub_hl,UB-H&L,0.5,100.00949234821769,64.00626027841008,200,128,0.64,0.6400018515797492
ub_hl,UB-H&L,0.525,105.0112461816406,67.20601997672067,200,128,0.64,0.639988786157939
ub_hl,UB-H&L,0.55,110.01545760965666,70.40931470431235,200,128,0.64,0.6399947446851517
ub_hl,UB-H&L,0.575,115.0003409254224,66.69914405749569,200,116,0.58,0.5799908375989077
ub_hl,UB-H&L,0.6,120.01074038607537,64.20305402371477,200,107,0.535,0.534977567984108
ub_hl,UB-H&L,0.625,125.0019440501084,61.874383791506006,200,99,0.495,0.4949873720900131
ub_hl,UB-H&L,0.65,130.0020964001106,57.19614757195215,200,88,0.44,0.4399632710223241
ub_hl,UB-H&L,0.675,135.00318330711957,56.02715414248575,200,83,0.415,0.415006170743613
ub_hl,UB-H&L,0.7,140.0196894186523,49.708330632898814,200,71,0.355,0.35500957643373454
ub_hl,UB-H&L,0.725,145.00110362074625,36.97586848262006,200,51,0.255,0.25500404865421783
ub_hl,UB-H&L,0.75,150.0106210394657,33.00429263956883,200,44,0.22,0.22001303914931372
ub_hl,UB-H&L,0.775,154.99237999575544,32.54387692079305,200,42,0.21,0.2099708187053085
ub_hl,UB-H&L,0.8,160.00498955484588,33.60101522126157,200,42,0.21,0.2099997963485004
ub_hl,UB-H&L,0.825,165.00779457893472,20.625748110159293,200,25,0.125,0.12499862908168596
ub_hl,UB-H&L,0.85,170.01166188011743,22.952075793306893,200,27,0.135,0.13500294944173533
ub_hl,UB-H&L,0.875,175.00863996854838,10.50143973178107,200,12,0.06,0.06000526450390297
ub_hl,UB-H&L,0.9,180.01271435002857,6.300226019550691,200,7,0.035,0.03499878351536946
ub_hl,UB-H&L,0.925,185.00131893448267,4.62603639553844,200,5,0.025,0.025005423864987303
ub_hl,UB-H&L,0.95,190.0076072720281,0.0,200,0,0.0,0.0
ub_hl,UB-H&L,0.975,195.00590298058935,0.0,200,0,0.0,0.0
